State,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Odisha,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,3,8,29,2,42,2,86
Odisha,17.4.5,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being other Fever related,4. Total,NA,NA,NA,NA,NA,NA,16,8,54,15,46,28,167
Odisha,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3
Odisha,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,6
Odisha,17.4.6,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being HIV/AIDS,4. Total,NA,NA,NA,NA,NA,NA,NA,6,NA,1,2,NA,9
Odisha,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
Odisha,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,4,9,19,11,28,71
Odisha,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,3,10,6,8,9,36
Odisha,17.4.7,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Heart disease or related to Hypertension,4. Total,NA,NA,NA,NA,NA,NA,NA,7,21,25,19,37,109
Odisha,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
Odisha,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,3,9
Odisha,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,5,10
Odisha,17.4.8,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Neurological disease including strokes,4. Total,NA,NA,NA,NA,NA,NA,NA,2,3,5,2,8,20
Odisha,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(a),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Abortion,4. Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,4
Odisha,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(b),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Obstructed or prolonged labour,4. Total,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,4
Odisha,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,7
Odisha,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(c),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Severe hypertesnion or fits,4. Total,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,7
Odisha,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,2. 15-49 yrs,NA,NA,NA,NA,1,NA,2,2,2,3,2,3,15
Odisha,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(d),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being Bleeding,4. Total,NA,NA,NA,NA,1,NA,2,2,2,3,2,3,15
Odisha,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Odisha,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(e),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being High Fever,4. Total,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Odisha,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,2. 15-49 yrs,NA,NA,NA,NA,NA,NA,3,2,8,2,3,3,21
Odisha,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,3. Above 49 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.9(f),Number of cases of Maternal deaths (age 15-49 years) with the probable cause being other causes (excluding abortion; obstructed or prolonged labour; severe hypertension or fits;,4. Total,NA,NA,NA,NA,NA,NA,3,2,8,2,3,3,21
Odisha,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,3
Odisha,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,6,20
Odisha,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Odisha,17.4.10,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Trauma or Accidents or Burn cases,4. Total,NA,NA,NA,NA,NA,NA,1,1,7,6,2,7,24
Odisha,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2
Odisha,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,4,8
Odisha,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odisha,17.4.11,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being suicide,4. Total,NA,NA,NA,NA,NA,NA,1,NA,3,2,NA,4,10
Odisha,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,1,1,NA,4,NA,NA,6
Odisha,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,1,28
Odisha,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Odisha,17.4.12,Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Animal bites and stings,4. Total,NA,NA,NA,NA,NA,NA,1,2,NA,31,NA,1,35
Odisha,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,14,4,3,2,NA,9,32
Odisha,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,9,24,32,NA,42,107
Odisha,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,18,38,24,5,1,86
Odisha,17.4.13(a),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Acute disease,4. Total,NA,NA,NA,NA,NA,NA,14,31,65,58,5,52,225
Odisha,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,5,1,NA,2,NA,NA,8
Odisha,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,4,2,20,5,6,37
Odisha,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,NA,18,1,21,5,NA,45
Odisha,17.4.13(b),Number of cases of Adolescent or Adult deaths (age 6 years & above) with the probable cause being Known Chronic disease,4. Total,NA,NA,NA,NA,NA,NA,5,23,3,43,10,6,90
Odisha,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,1. 6-14 yrs,NA,NA,NA,NA,NA,NA,102,16,19,13,3,9,162
Odisha,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,2. 15-55 yrs.,NA,NA,NA,NA,NA,NA,NA,302,121,104,134,20,681
Odisha,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,3. Above 55 yrs.,NA,NA,NA,NA,NA,NA,341,224,240,305,235,72,1417
Odisha,17.4.13(c),Number of cases of Adolescent or Adult deaths (age 6 years & above) where the cause was not known,4. Total,NA,NA,NA,NA,NA,NA,443,542,380,422,372,101,2260
Puducherry,1.1,Total number of pregnant women Registered for ANC,TOTAL,7421,NA,8686,NA,8293,5970,NA,7378,4725,4402,4610,4718,56203
Puducherry,1.1.1,Of which Number registered within first trimester (within 12 weeks),TOTAL,NA,NA,NA,NA,NA,4139,NA,64,770,845,708,839,7365
Puducherry,1.2,Number of Pregnant women registered under JSY,TOTAL,NA,NA,NA,NA,NA,NA,NA,299,190,587,363,424,1863
Puducherry,1.3,Number of pregnant women received 3 ANC check ups during pregnancy,TOTAL,NA,NA,NA,NA,NA,NA,NA,47,3533,3506,2545,2414,12045
Puducherry,1.4.1,Number of pregnant women given TT1 during current pregnancy,TOTAL,NA,NA,NA,NA,NA,NA,NA,775,1300,1838,1217,1303,6433
Puducherry,1.4.2,Number of pregnant women given TT2 or Booster during current pregnancy,TOTAL,2656,1864,1864,1932,1702,1553,1366,1118,1296,1638,1196,1464,19649
Puducherry,1.5,Total number of pregnant women given 100 IFA tablets,TOTAL,2379,2956,2873,3292,2924,2605,2492,2261,1228,1465,1232,1385,27092
Puducherry,1.6.1,Number of new cases of Hypertension (BP>140/90) detected in Pregnant women at the institution,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,3,7,16,25,51
Puducherry,1.6.2,Number of Eclampsia cases managed during delivery,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,19
Puducherry,1.7.1,Number of Pregnant women with anaemia i.e. Hb level<11 (tested cases),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,135,827,1327,1561,3850
Puducherry,1.7.2,Number of Pregnant women having severe anaemia (Hb<7) treated at institution,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,1.8,Number of pregnancy test kits used at SC level,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.1.1.a,Number of deliveries conducted at Home and attended by trained SBA(i.e. Doctor or Nurse or ANM),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.1.1.b,Number of deliveries conducted at Home and attended by non trained SBA (i.e. trained TBA or Relatives etc.),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,2395,NA,4306,NA,4011,2827,NA,NA,5374,4027,2963,3884,29787
Puducherry,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,36,138,NA,53,227
Puducherry,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,217,117,NA,383,717
Puducherry,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,14,28
Puducherry,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,796
Puducherry,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,565,NA,590
Puducherry,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,349
Puducherry,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,349,25,565,796,1735
Puducherry,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,4.1.1.a,Number of male live births,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,2821,2057,1508,1993,8379
Puducherry,4.1.1.b,Number of female live births,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,2512,1877,1385,1866,7640
Puducherry,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,5333,3934,2893,3859,16019
Puducherry,4.1.2,Number of still births,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,166,81,73,86,406
Puducherry,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,124,128,161,205,618
Puducherry,4.2.1,Number of Newborns weighed at birth,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,4579,3408,3049,3656,14692
Puducherry,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,869,552,513,658,2592
Puducherry,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,850,633,66,789,2338
Puducherry,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,566
Puducherry,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,452,NA,814
Puducherry,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,479,22,NA,NA,501
Puducherry,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,479,384,452,566,1881
Puducherry,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puducherry,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,3,50,29,91,173
Puducherry,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,3
